,book_index,authors,original_title,image_url,average_rating,genre,tags
594,594,Cassandra Clare,City of Heavenly Fire,https://images.gr-assets.com/books/1460477794l/8755785.jpg,4.48,"fantasy, paranormal","fantasy, paranormal Cassandra Clare City of Heavenly Fire"
595,595,"Robert Munsch, Sheila McGraw",Love You Forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348832754l/310259.jpg,4.34,"fiction, classics","fiction, classics Robert Munsch, Sheila McGraw Love You Forever"
596,596,Stephen King,Cell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432828013l/10567._SY475_.jpg,3.64,"horror, fiction","horror, fiction Stephen King Cell"
597,597,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,https://images.gr-assets.com/books/1354683116l/16158542.jpg,4.32,"history, nonfiction","history, nonfiction Daniel James Brown The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics"
598,598,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion,https://images.gr-assets.com/books/1336502583l/7332.jpg,3.87,"fiction, classics","fiction, classics J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith The Silmarillion"
599,599,Stephen King,The Drawing of the Three,https://images.gr-assets.com/books/1370918050l/5094.jpg,4.23,"fantasy, fiction","fantasy, fiction Stephen King The Drawing of the Three"
600,600,Kate Morton,The Forgotten Garden,https://images.gr-assets.com/books/1455283767l/3407877.jpg,4.12,"fiction, romance","fiction, romance Kate Morton The Forgotten Garden"
601,601,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",Der Prozeß,https://images.gr-assets.com/books/1320399438l/17690.jpg,3.98,"classics, fiction","classics, fiction Franz Kafka, Edwin Muir, Willa Muir, Max Brod Der Prozeß"
602,602,Sarah Dessen,This Lullaby,https://images.gr-assets.com/books/1397779294l/22205.jpg,4.03,"romance, contemporary","romance, contemporary Sarah Dessen This Lullaby"
603,603,Jodi Picoult,Plain Truth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389750843l/14864.jpg,3.97,"fiction, mystery","fiction, mystery Jodi Picoult Plain Truth"
604,604,Piper Kerman,Orange Is the New Black: My Year in a Women's Prison,https://images.gr-assets.com/books/1320520714l/6314763.jpg,3.7,"memoir, nonfiction","memoir, nonfiction Piper Kerman Orange Is the New Black: My Year in a Women's Prison"
605,605,"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,https://images.gr-assets.com/books/1355929358l/8921.jpg,4.09,"classics, mystery","classics, mystery Arthur Conan Doyle, Anne Perry The Hound of the Baskervilles"
606,606,Daniel Kahneman,"Thinking, Fast and Slow",https://images.gr-assets.com/books/1317793965l/11468377.jpg,4.08,"psychology, science","psychology, science Daniel Kahneman Thinking, Fast and Slow"
607,607,Marion Zimmer Bradley,The Mists of Avalon,https://images.gr-assets.com/books/1388857089l/402045.jpg,4.12,"fantasy, fiction","fantasy, fiction Marion Zimmer Bradley The Mists of Avalon"
608,608,Judy Blume,"Are You There God? It's Me, Margaret",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524l/37732.jpg,3.89,"fiction, classics","fiction, classics Judy Blume Are You There God? It's Me, Margaret"
609,609,Nicholas Sparks,Nights in Rodanthe,https://images.gr-assets.com/books/1328145638l/15926.jpg,3.82,"romance, fiction","romance, fiction Nicholas Sparks Nights in Rodanthe"
610,610,Stephen King,Mr. Mercedes,https://images.gr-assets.com/books/1468705326l/18775247.jpg,3.92,"fiction, thriller","fiction, thriller Stephen King Mr. Mercedes"
611,611,Charlaine Harris,All Together Dead,https://images.gr-assets.com/books/1417964062l/140075.jpg,4.05,"fantasy, paranormal","fantasy, paranormal Charlaine Harris All Together Dead"
612,612,Chris Bohjalian,Midwives,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442593918l/5166._SY475_.jpg,3.97,"fiction, contemporary","fiction, contemporary Chris Bohjalian Midwives"
613,613,Chris Van Allsburg,The Polar Express,https://images.gr-assets.com/books/1356707942l/420282.jpg,4.29,"fiction, fantasy","fiction, fantasy Chris Van Allsburg The Polar Express"
614,614,"Jon Scieszka, Lane Smith",The True Story of the Three Little Pigs,https://images.gr-assets.com/books/1327884731l/125507.jpg,4.29,"fiction, fantasy","fiction, fantasy Jon Scieszka, Lane Smith The True Story of the Three Little Pigs"
615,615,Tom Clancy,Patriot Games,https://images.gr-assets.com/books/1328007145l/32682.jpg,4.11,"fiction, thriller","fiction, thriller Tom Clancy Patriot Games"
616,616,"Paulo Coelho, Margaret Jull Costa",Veronika decide morrer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939l/1431.jpg,3.69,"psychology, romance","psychology, romance Paulo Coelho, Margaret Jull Costa Veronika decide morrer"
617,617,"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",https://images.gr-assets.com/books/1364250803l/16071764.jpg,3.94,"business, nonfiction","business, nonfiction Sheryl Sandberg, Nell Scovell Lean In: Women, Work, and the Will to Lead"
618,618,Charlaine Harris,Dead as a Doornail ,https://images.gr-assets.com/books/1468562419l/170210.jpg,4.01,"fantasy, paranormal","fantasy, paranormal Charlaine Harris Dead as a Doornail "
619,619,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",https://images.gr-assets.com/books/1310649047l/10429045.jpg,4.01,"romance, fantasy","romance, fantasy Tahereh Mafi Shatter Me (Shatter Me, #1)"
620,620,Robert A. Heinlein,Starship Troopers,https://images.gr-assets.com/books/1406457252l/17214.jpg,3.99,"fiction, classics","fiction, classics Robert A. Heinlein Starship Troopers"
621,621,Sophie Kinsella,I've Got Your Number,https://images.gr-assets.com/books/1327956732l/12033455.jpg,3.93,"romance, contemporary","romance, contemporary Sophie Kinsella I've Got Your Number"
622,622,"Jostein Gaarder, Paulette Møller",Sofies Verden,https://images.gr-assets.com/books/1343459906l/10959.jpg,3.88,"philosophy, nonfiction","philosophy, nonfiction Jostein Gaarder, Paulette Møller Sofies Verden"
623,623,Ray Bradbury,The Martian Chronicles,https://images.gr-assets.com/books/1374049948l/76778.jpg,4.12,"fiction, classics","fiction, classics Ray Bradbury The Martian Chronicles"
624,624,Jennifer Egan,A Visit From the Goon Squad,https://images.gr-assets.com/books/1356844046l/7331435.jpg,3.64,"fiction, contemporary","fiction, contemporary Jennifer Egan A Visit From the Goon Squad"
625,625,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714l/93.jpg,3.97,"classics, fiction","classics, fiction Johanna Spyri, Angelo  Rinaldi, Beverly Cleary Heidi"
626,626,Michael Crichton,Prey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556292204l/83763._SY475_.jpg,3.72,"thriller, horror","thriller, horror Michael Crichton Prey"
627,627,C.S. Lewis,The Last Battle,https://images.gr-assets.com/books/1308814830l/84369.jpg,4.02,"fiction, classics","fiction, classics C.S. Lewis The Last Battle"
628,628,Ken Follett,World Without End,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511l/5064._SY475_.jpg,4.23,"fiction, history","fiction, history Ken Follett World Without End"
629,629,"P.C. Cast, Kristin Cast",Chosen: A House of Night Novel,https://images.gr-assets.com/books/1393192825l/1326258.jpg,3.9,"fantasy, paranormal","fantasy, paranormal P.C. Cast, Kristin Cast Chosen: A House of Night Novel"
630,630,Colleen Hoover,Slammed,https://images.gr-assets.com/books/1328530463l/13372690.jpg,4.29,"fiction, romance","fiction, romance Colleen Hoover Slammed"
631,631,Alex Flinn,"Beastly (Beastly, #1, Kendra Chronicles, #1)",https://images.gr-assets.com/books/1334260193l/544891.jpg,3.84,"fantasy, romance","fantasy, romance Alex Flinn Beastly (Beastly, #1, Kendra Chronicles, #1)"
632,632,"Geoffrey Chaucer, Nevill Coghill",Tales of Caunterbury,https://images.gr-assets.com/books/1261208589l/2696.jpg,3.48,"poetry, history","poetry, history Geoffrey Chaucer, Nevill Coghill Tales of Caunterbury"
633,633,Emily Giffin,Baby Proof,https://images.gr-assets.com/books/1361466583l/42149.jpg,3.71,"romance, fiction","romance, fiction Emily Giffin Baby Proof"
634,634,Christopher Paolini,Inheritance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390886502l/7664041.jpg,4.08,"fantasy, fiction","fantasy, fiction Christopher Paolini Inheritance"
635,635,"Haruki Murakami, Jay Rubin, Philip Gabriel",いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],https://images.gr-assets.com/books/1483103331l/10357575.jpg,3.89,"fiction, fantasy","fiction, fantasy Haruki Murakami, Jay Rubin, Philip Gabriel いちきゅうはちよん [Ichi-Kyū-Hachi-Yon]"
636,636,Harriet Beecher Stowe,Uncle Tom's Cabin or Life Among the Lowly,https://images.gr-assets.com/books/1414349231l/46787.jpg,3.83,"classics, fiction","classics, fiction Harriet Beecher Stowe Uncle Tom's Cabin or Life Among the Lowly"
637,637,"Gaston Leroux, Alexander Teixeira de Mattos",Le Fantôme de l'Opéra,https://images.gr-assets.com/books/1327867727l/480204.jpg,3.97,"classics, fiction","classics, fiction Gaston Leroux, Alexander Teixeira de Mattos Le Fantôme de l'Opéra"
638,638,Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748l/140079.jpg,4.02,"fantasy, paranormal","fantasy, paranormal Charlaine Harris Definitely Dead (Sookie Stackhouse, #6)"
639,639,"José Saramago, Giovanni Pontiero",Ensaio Sobre a Cegueira,https://images.gr-assets.com/books/1327866409l/2526.jpg,4.08,"fiction, classics","fiction, classics José Saramago, Giovanni Pontiero Ensaio Sobre a Cegueira"
640,640,Jonathan Franzen,Freedom,https://images.gr-assets.com/books/1316729686l/7905092.jpg,3.73,"fiction, contemporary","fiction, contemporary Jonathan Franzen Freedom"
641,641,Ally Condie,Crossed,https://images.gr-assets.com/books/1374335939l/15812814.jpg,3.52,"romance, fiction","romance, fiction Ally Condie Crossed"
642,642,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You",https://images.gr-assets.com/books/1334491180l/852470.jpg,3.82,"romance, mystery","romance, mystery Ally Carter I'd Tell You I Love You, But Then I'd Have to Kill You"
643,643,Aravind Adiga,The White Tiger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347754998l/1768603.jpg,3.71,"fiction, contemporary","fiction, contemporary Aravind Adiga The White Tiger"
644,644,Jonathan Franzen,The Corrections,https://images.gr-assets.com/books/1355011305l/3805.jpg,3.78,"fiction, contemporary","fiction, contemporary Jonathan Franzen The Corrections"
645,645,Barack Obama,Dreams from My Father,https://images.gr-assets.com/books/1352340675l/88061.jpg,3.81,"biography, history","biography, history Barack Obama Dreams from My Father"
646,646,Michael Crichton,Congo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388889401l/7672.jpg,3.55,"fiction, thriller","fiction, thriller Michael Crichton Congo"
647,647,"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day",https://images.gr-assets.com/books/1405259744l/46677.jpg,4.22,"fiction, classics","fiction, classics Judith Viorst, Ray Cruz Alexander and the Terrible, Horrible, No Good, Very Bad Day"
648,648,Jhumpa Lahiri,Interpreter of Maladies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143l/5439._SY475_.jpg,4.12,"fiction, contemporary","fiction, contemporary Jhumpa Lahiri Interpreter of Maladies"
649,649,Howard Zinn,A People's History of the United States: 1492 to Present ,https://images.gr-assets.com/books/1494279423l/2767.jpg,4.07,"history, nonfiction","history, nonfiction Howard Zinn A People's History of the United States: 1492 to Present "
650,650,Truman Capote,Breakfast at Tiffany's,https://images.gr-assets.com/books/1477015353l/251688.jpg,3.89,"classics, fiction","classics, fiction Truman Capote Breakfast at Tiffany's"
651,651,Justin Cronin,The Passage,https://images.gr-assets.com/books/1327874267l/6690798.jpg,4.04,"horror, fiction","horror, fiction Justin Cronin The Passage"
652,652,Neil Gaiman,Anansi Boys,https://images.gr-assets.com/books/1479778049l/2744.jpg,4.0,"fantasy, fiction","fantasy, fiction Neil Gaiman Anansi Boys"
653,653,Sarah Dessen,Along for the Ride,https://images.gr-assets.com/books/1479692098l/5664985.jpg,4.08,"romance, contemporary","romance, contemporary Sarah Dessen Along for the Ride"
654,654,Celeste Ng,Everything I Never Told You,https://images.gr-assets.com/books/1386795198l/18693763.jpg,3.78,"fiction, contemporary","fiction, contemporary Celeste Ng Everything I Never Told You"
655,655,"Isabel Allende, Magda Bogin",La casa de los espíritus,https://images.gr-assets.com/books/1358615501l/9328.jpg,4.2,"fiction, classics","fiction, classics Isabel Allende, Magda Bogin La casa de los espíritus"
656,656,Stephen King,The Dead Zone,https://images.gr-assets.com/books/1283509622l/11573.jpg,3.9,"thriller, horror","thriller, horror Stephen King The Dead Zone"
657,657,"Agatha Christie, Ροζίτα Σώκου",The Mysterious Affair at Styles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922393l/16343.jpg,3.98,"mystery, fiction","mystery, fiction Agatha Christie, Ροζίτα Σώκου The Mysterious Affair at Styles"
658,658,Agatha Christie,Murder in the Calais Coach,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388267702l/16304.jpg,4.16,"mystery, classics","mystery, classics Agatha Christie Murder in the Calais Coach"
659,659,Chimamanda Ngozi Adichie,Americanah,https://images.gr-assets.com/books/1356654499l/15796700.jpg,4.26,"fiction, contemporary","fiction, contemporary Chimamanda Ngozi Adichie Americanah"
660,660,James Patterson,Suzanne's Diary for Nicholas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404736778l/7494.jpg,4.16,"romance, fiction","romance, fiction James Patterson Suzanne's Diary for Nicholas"
661,661,Stephen King,Firestarter,https://images.gr-assets.com/books/1394208032l/233667.jpg,3.85,"horror, fiction","horror, fiction Stephen King Firestarter"
662,662,Sylvia Day,Entwined with You,https://images.gr-assets.com/books/1362526983l/15731779.jpg,4.19,"romance, contemporary","romance, contemporary Sylvia Day Entwined with You"
663,663,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://images.gr-assets.com/books/1320531983l/6289283.jpg,4.27,"nonfiction, sports","nonfiction, sports Christopher McDougall Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
664,664,Gabrielle Zevin,The Storied Life of A.J. Fikry,https://images.gr-assets.com/books/1404582137l/18293427.jpg,3.98,"fiction, contemporary","fiction, contemporary Gabrielle Zevin The Storied Life of A.J. Fikry"
665,665,Ludwig Bemelmans,Mad About Madeline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175060644l/475339._SX318_.jpg,4.22,"classics, fiction","classics, fiction Ludwig Bemelmans Mad About Madeline"
666,666,Napoleon Hill,Think and Grow Rich,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177008l/1005.jpg,4.17,"nonfiction, business","nonfiction, business Napoleon Hill Think and Grow Rich"
667,667,"Laura Ingalls Wilder, Garth Williams",Little House In The Big Woods,https://images.gr-assets.com/books/1475195170l/8337.jpg,4.16,"classics, fiction","classics, fiction Laura Ingalls Wilder, Garth Williams Little House In The Big Woods"
668,668,Susanna Clarke,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589l/14201.jpg,3.8,"fantasy, fiction","fantasy, fiction Susanna Clarke Jonathan Strange & Mr Norrell"
669,669,Nicholas Sparks,A Bend in the Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388453919l/3463.jpg,4.02,"romance, fiction","romance, fiction Nicholas Sparks A Bend in the Road"
670,670,Rick Riordan,The House of Hades,https://images.gr-assets.com/books/1464201430l/12127810.jpg,4.54,"fantasy, fiction","fantasy, fiction Rick Riordan The House of Hades"
671,671,Michael  Grant,Gone,https://images.gr-assets.com/books/1357796831l/2536134.jpg,3.85,"fiction, paranormal","fiction, paranormal Michael  Grant Gone"
672,672,Nicholas Sparks,The Wedding,https://images.gr-assets.com/books/1385738787l/3466.jpg,3.98,"romance, fiction","romance, fiction Nicholas Sparks The Wedding"
673,673,David McCullough,1776,https://images.gr-assets.com/books/1306787560l/1067.jpg,4.06,"history, nonfiction","history, nonfiction David McCullough 1776"
674,674,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,https://images.gr-assets.com/books/1356441391l/10847.jpg,3.98,"nonfiction, religion","nonfiction, religion Jon Krakauer Under the Banner of Heaven: A Story of Violent Faith"
675,675,Jess Walter,Beautiful Ruins,https://images.gr-assets.com/books/1338161553l/11447921.jpg,3.67,"fiction, romance","fiction, romance Jess Walter Beautiful Ruins"
676,676,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925614l/9742.jpg,3.69,"biography, nonfiction","biography, nonfiction Barack Obama The Audacity of Hope: Thoughts on Reclaiming the American Dream"
677,677,Stephen King,On Writing: A Memoir of the Craft,https://images.gr-assets.com/books/1436735207l/10569.jpg,4.31,"nonfiction, memoir","nonfiction, memoir Stephen King On Writing: A Memoir of the Craft"
678,678,Kristin Hannah,Firefly Lane,https://images.gr-assets.com/books/1362435448l/1472878.jpg,4.04,"fiction, romance","fiction, romance Kristin Hannah Firefly Lane"
679,679,Michael Crichton,Sphere,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174924200l/455373.jpg,3.77,"fiction, thriller","fiction, thriller Michael Crichton Sphere"
680,680,Emily Giffin,Love the One You're With,https://images.gr-assets.com/books/1361466590l/2120652.jpg,3.7,"fiction, romance","fiction, romance Emily Giffin Love the One You're With"
681,681,"Robert Galbraith, J.K. Rowling",The Silkworm,https://images.gr-assets.com/books/1392577290l/18214414.jpg,4.03,"mystery, fiction","mystery, fiction Robert Galbraith, J.K. Rowling The Silkworm"
682,682,Anne Rice,The Vampire Lestat,https://images.gr-assets.com/books/1347515742l/43814.jpg,4.05,"horror, fantasy","horror, fantasy Anne Rice The Vampire Lestat"
683,683,Ann Patchett,State of Wonder,https://images.gr-assets.com/books/1454428541l/9118135.jpg,3.85,"fiction, contemporary","fiction, contemporary Ann Patchett State of Wonder"
684,684,Matthew Quick,The Silver Linings Playbook,https://images.gr-assets.com/books/1358277412l/13539044.jpg,4.0,"fiction, contemporary","fiction, contemporary Matthew Quick The Silver Linings Playbook"
685,685,"Jules Verne, Anthony Bonner",Vingt Mille Lieues Sous les Mers,https://images.gr-assets.com/books/1494979127l/33507.jpg,3.86,"classics, fiction","classics, fiction Jules Verne, Anthony Bonner Vingt Mille Lieues Sous les Mers"
686,686,Philippa Gregory,The Constant Princess,https://images.gr-assets.com/books/1355932704l/16181.jpg,3.88,"fiction, romance","fiction, romance Philippa Gregory The Constant Princess"
687,687,"Virginia Woolf, Maureen Howard",Mrs Dalloway,https://images.gr-assets.com/books/1479336522l/14942.jpg,3.78,"classics, fiction","classics, fiction Virginia Woolf, Maureen Howard Mrs Dalloway"
688,688,"Jonas Jonasson, Rod Bradbury",Hundraåringen som klev ut genom fönstret och försvann,https://images.gr-assets.com/books/1334848488l/13486632.jpg,3.81,"fiction, contemporary","fiction, contemporary Jonas Jonasson, Rod Bradbury Hundraåringen som klev ut genom fönstret och försvann"
689,689,Stephen King,Bag of Bones,https://images.gr-assets.com/books/1365592796l/10589.jpg,3.87,"horror, fiction","horror, fiction Stephen King Bag of Bones"
690,690,John Irving,The Cider House Rules,https://images.gr-assets.com/books/1327962519l/4687.jpg,4.1,"fiction, classics","fiction, classics John Irving The Cider House Rules"
691,691,"Richard Bachman, Stephen King",Thinner,https://images.gr-assets.com/books/1346947063l/10605.jpg,3.66,"horror, fiction","horror, fiction Richard Bachman, Stephen King Thinner"
692,692,"Jules Verne, Michael Glencross, Brian W. Aldiss",Le tour du monde en quatre-vingts jours,https://images.gr-assets.com/books/1308815551l/54479.jpg,3.9,"classics, fiction","classics, fiction Jules Verne, Michael Glencross, Brian W. Aldiss Le tour du monde en quatre-vingts jours"
693,693,Sharon Creech,Walk Two Moons,https://images.gr-assets.com/books/1389035862l/53496.jpg,3.95,"fiction, classics","fiction, classics Sharon Creech Walk Two Moons"
694,694,"Paulo Coelho, Margaret Jull Costa",Onze minutos,https://images.gr-assets.com/books/1358266987l/1430.jpg,3.69,"fiction, romance","fiction, romance Paulo Coelho, Margaret Jull Costa Onze minutos"
695,695,J.D. Salinger,Nine Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563l/4009.jpg,4.19,contemporary,contemporary J.D. Salinger Nine Stories
696,696,Julie Powell,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442804846l/13747._SY475_.jpg,3.67,"memoir, nonfiction","memoir, nonfiction Julie Powell Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen"
697,697,Neal Shusterman,Unwind,https://images.gr-assets.com/books/1297677706l/764347.jpg,4.18,"fiction, fantasy","fiction, fantasy Neal Shusterman Unwind"
698,698,Diana Gabaldon,"Drums of Autumn (Outlander, #4)",https://images.gr-assets.com/books/1500688941l/10988.jpg,4.34,"romance, fantasy","romance, fantasy Diana Gabaldon Drums of Autumn (Outlander, #4)"
699,699,Marie Lu,Prodigy,https://images.gr-assets.com/books/1336254717l/13414446.jpg,4.29,"romance, fantasy","romance, fantasy Marie Lu Prodigy"
700,700,William Shakespeare,The Tragedie of King Lear,https://images.gr-assets.com/books/1331563731l/12938.jpg,3.89,"classics, fiction","classics, fiction William Shakespeare The Tragedie of King Lear"
701,701,Arthur Miller,Death of a Salesman,https://images.gr-assets.com/books/1469024140l/12898.jpg,3.49,"classics, fiction","classics, fiction Arthur Miller Death of a Salesman"
702,702,Nicholas Sparks,The Choice,https://images.gr-assets.com/books/1385739133l/531350.jpg,3.99,"romance, fiction","romance, fiction Nicholas Sparks The Choice"
703,703,William Faulkner,The Sound and the Fury,https://images.gr-assets.com/books/1433089995l/10975.jpg,3.86,"fiction, ebooks","fiction, ebooks William Faulkner The Sound and the Fury"
704,704,Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206232l/76334.jpg,4.02,"spirituality, philosophy","spirituality, philosophy Eckhart Tolle A New Earth: Awakening to Your Life's Purpose"
705,705,Tite Kubo,BLEACH―ブリーチ―　1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388508611l/2880.jpg,4.21,"manga, fantasy","manga, fantasy Tite Kubo BLEACH―ブリーチ―　1"
706,706,Robert Jordan,The Shadow Rising ,https://images.gr-assets.com/books/1470841890l/9539.jpg,4.21,"fantasy, fiction","fantasy, fiction Robert Jordan The Shadow Rising "
707,707,Gregory David Roberts,Shantaram,https://images.gr-assets.com/books/1333482282l/33600.jpg,4.26,"fiction, travel","fiction, travel Gregory David Roberts Shantaram"
708,708,Charlaine Harris,From Dead to Worse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525214511l/2233407.jpg,4.01,"fantasy, paranormal","fantasy, paranormal Charlaine Harris From Dead to Worse"
709,709,"Stephen King, Ned Dameron",The Waste Lands,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220386l/34084.jpg,4.24,"fantasy, fiction","fantasy, fiction Stephen King, Ned Dameron The Waste Lands"
710,710,Jeffery Deaver,The Bone Collector,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437538512l/2373._SY475_.jpg,4.18,"mystery, thriller","mystery, thriller Jeffery Deaver The Bone Collector"
711,711,"Bernhard Schlink, Carol Brown Janeway",Der Vorleser,https://images.gr-assets.com/books/1327936339l/101299.jpg,3.73,"fiction, romance","fiction, romance Bernhard Schlink, Carol Brown Janeway Der Vorleser"
712,712,"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430155496l/759611.jpg,4.19,"fiction, classics","fiction, classics Bill Martin Jr., Eric Carle Brown Bear, Brown Bear, What Do You See?"
713,713,Dan Simmons,Hyperion,https://images.gr-assets.com/books/1405546838l/77566.jpg,4.21,"fiction, fantasy","fiction, fantasy Dan Simmons Hyperion"
714,714,John Steinbeck,The Pearl of the World,https://images.gr-assets.com/books/1437234939l/5308.jpg,3.41,"classics, fiction","classics, fiction John Steinbeck The Pearl of the World"
715,715,William Peter Blatty,The Exorcist,https://images.gr-assets.com/books/1375168676l/179780.jpg,4.14,"horror, fiction","horror, fiction William Peter Blatty The Exorcist"
716,716,Stephenie Meyer,The Short Second Life of Bree Tanner,https://images.gr-assets.com/books/1274335680l/7937462.jpg,3.51,"fantasy, paranormal","fantasy, paranormal Stephenie Meyer The Short Second Life of Bree Tanner"
717,717,David Guterson,Snow Falling on Cedars,https://images.gr-assets.com/books/1479863528l/77142.jpg,3.8,"fiction, mystery","fiction, mystery David Guterson Snow Falling on Cedars"
718,718,Alex Haley,Roots,https://images.gr-assets.com/books/1329398936l/546018.jpg,4.42,"fiction, classics","fiction, classics Alex Haley Roots"
719,719,"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke ,https://images.gr-assets.com/books/1346331835l/96358.jpg,4.36,"comics, fiction","comics, fiction Alan Moore, Brian Bolland, Tim Sale Batman: The Killing Joke "
720,720,Ralph Ellison,Invisible Man,https://images.gr-assets.com/books/1352854247l/16981.jpg,3.84,"classics, fiction","classics, fiction Ralph Ellison Invisible Man"
721,721,Ishmael Beah,A Long Way Gone. Memoirs of a Boy Soldier,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524839125l/43015._SY475_.jpg,4.14,"memoir, nonfiction","memoir, nonfiction Ishmael Beah A Long Way Gone. Memoirs of a Boy Soldier"
722,722,Robert C. O'Brien,Mrs. Frisby and the Rats of NIMH,https://images.gr-assets.com/books/1351191064l/9822.jpg,4.13,"fantasy, fiction","fantasy, fiction Robert C. O'Brien Mrs. Frisby and the Rats of NIMH"
723,723,Stephen King,Different Seasons,https://images.gr-assets.com/books/1329662611l/39662.jpg,4.34,"horror, fiction","horror, fiction Stephen King Different Seasons"
724,724,"Laura Ingalls Wilder, Garth Williams",The Little House Collection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823l/114345._SX318_.jpg,4.33,"classics, fiction","classics, fiction Laura Ingalls Wilder, Garth Williams The Little House Collection"
725,725,Melissa Bank,The Girls' Guide to Hunting and Fishing,https://images.gr-assets.com/books/1309210476l/33926.jpg,3.29,"fiction, contemporary","fiction, contemporary Melissa Bank The Girls' Guide to Hunting and Fishing"
726,726,Hugh Howey,Wool Omnibus,https://images.gr-assets.com/books/1349614200l/13453029.jpg,4.24,"fantasy, fiction","fantasy, fiction Hugh Howey Wool Omnibus"
727,727,Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://images.gr-assets.com/books/1331419009l/28881.jpg,4.26,"fiction, fantasy","fiction, fantasy Christopher Moore Lamb: The Gospel According to Biff, Christ's Childhood Pal"
728,728,Eckhart Tolle,The Power of Now,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925535l/6708.jpg,4.1,"spirituality, nonfiction","spirituality, nonfiction Eckhart Tolle The Power of Now"
729,729,Jenny  Lawson,Let's Pretend This Never Happened (A Mostly True Memoir),https://images.gr-assets.com/books/1489415716l/12868761.jpg,3.9,"memoir, nonfiction","memoir, nonfiction Jenny  Lawson Let's Pretend This Never Happened (A Mostly True Memoir)"
